source,detail_url,title_text,address_text,description,omv_nummer,decision_status,decision_date,public_inquiry_start,public_inquiry_end,demolition_keywords,demolition_candidate
antwerpen.consultatieomgeving.net/openbare_onderzoeken,https://antwerpen.consultatieomgeving.net/burger/nl/OpenbareOnderzoeken/Details/32bde8e0-b523-492d-8b7d-253661cf26e4,Heistraat 319 te 2610 Wilrijk (Antwerpen) - verbouwen van de Rozenkranskerk (OMV_2026045224),Heistraat 319 te 2610 Wilrijk (Antwerpen),verbouwen van de Rozenkranskerk (,OMV_2026045224,,,30/06/2026,29/07/2026,,no
antwerpen.consultatieomgeving.net/openbare_onderzoeken,https://antwerpen.consultatieomgeving.net/burger/nl/OpenbareOnderzoeken/Details/ee7f2257-f197-4ea7-9d1b-1c7316554ce7,"Van de Wervestraat 57-61, Van Aerdtstraat 30-36 te 2060 Antwerpen - verbouwen van een magazijn en kantoorgebouw naar een kantoorgebouw, 4 eengezinswoningen, 3 meergezinswoningen en exploiteren van warmtepompen en een tijdelijke bemaling met bijstelling voorwaarden (OMV_2026037703)","Van de Wervestraat 57-61, Van Aerdtstraat 30-36 te 2060 Antwerpen","verbouwen van een magazijn en kantoorgebouw naar een kantoorgebouw, 4 eengezinswoningen, 3 meergezinswoningen en exploiteren van warmtepompen en een tijdelijke bemaling met bijstelling voorwaarden (",OMV_2026037703,,,29/06/2026,28/07/2026,,no
antwerpen.consultatieomgeving.net/openbare_onderzoeken,https://antwerpen.consultatieomgeving.net/burger/nl/OpenbareOnderzoeken/Details/3206ad79-0671-4dde-b0bd-890952ffdf44,"Graaf van Egmontstraat 2-8, Scheldestraat 38, Vlaamsekaai 1 te 2000 Antwerpen - slopen van de volledige, bestaande bebouwing en oprichten van een meergezinswoning met 10 wooneenheden en 2 commerciële ruimtes en exploiteren van warmtepompen en een bronbemaling in het kader van bouwkundige werken (OMV_2026021192)","Graaf van Egmontstraat 2-8, Scheldestraat 38, Vlaamsekaai 1 te 2000 Antwerpen","slopen van de volledige, bestaande bebouwing en oprichten van een meergezinswoning met 10 wooneenheden en 2 commerciële ruimtes en exploiteren van warmtepompen en een bronbemaling in het kader van bouwkundige werken (",OMV_2026021192,,,29/06/2026,28/07/2026,slopen,yes
antwerpen.consultatieomgeving.net/openbare_onderzoeken,https://antwerpen.consultatieomgeving.net/burger/nl/OpenbareOnderzoeken/Details/767d74f9-8fc9-478f-91f1-e94e3a7a7eb3,Gijselsstraat 177 te 2140 Borgerhout (Antwerpen) - hernieuwen vergunning van een LUKOIL-tankstation met shop (OMV_2026070045),Gijselsstraat 177 te 2140 Borgerhout (Antwerpen),hernieuwen vergunning van een LUKOIL-tankstation met shop (,OMV_2026070045,,,29/06/2026,28/07/2026,,no
antwerpen.consultatieomgeving.net/openbare_onderzoeken,https://antwerpen.consultatieomgeving.net/burger/nl/OpenbareOnderzoeken/Details/b18e1747-6794-44b4-b68e-0dad9f188b90,"Van Diepenbeeckstraat 67, 71 te 2018 Antwerpen - herbouwen van een gargagewerkplaats met magazijn in binnengebied tot een synagoge na sloop, en het exploiteren van de technieken (OMV_2026010711)","Van Diepenbeeckstraat 67, 71 te 2018 Antwerpen","herbouwen van een gargagewerkplaats met magazijn in binnengebied tot een synagoge na sloop, en het exploiteren van de technieken (",OMV_2026010711,,,28/06/2026,27/07/2026,sloop,yes
antwerpen.consultatieomgeving.net/openbare_onderzoeken,https://antwerpen.consultatieomgeving.net/burger/nl/OpenbareOnderzoeken/Details/c2e2ec79-4349-4d30-a765-09e93be501c1,Slachthuislaan 72 te 2060 Antwerpen - doorvoeren van wijzigingen aan een studentenhuisvesting en exploiteren van bijkomende warmtepompen op het dak (OMV_2026037401),Slachthuislaan 72 te 2060 Antwerpen,doorvoeren van wijzigingen aan een studentenhuisvesting en exploiteren van bijkomende warmtepompen op het dak (,OMV_2026037401,,,27/06/2026,26/07/2026,,no
antwerpen.consultatieomgeving.net/openbare_onderzoeken,https://antwerpen.consultatieomgeving.net/burger/nl/OpenbareOnderzoeken/Details/c55a474a-7609-4100-ba22-4195a8621277,Verschansingstraat 36-38 te 2000 Antwerpen - slopen van de bestaande bebouwing en bouwen van een meergezinswoning met 7 wooneenheden met ondergrondse parkeergarage; exploiteren van een tijdelijke bemaling voor de uitvoering van dit nieuwbouwproject (OMV_2026028810),Verschansingstraat 36-38 te 2000 Antwerpen,slopen van de bestaande bebouwing en bouwen van een meergezinswoning met 7 wooneenheden met ondergrondse parkeergarage; exploiteren van een tijdelijke bemaling voor de uitvoering van dit nieuwbouwproject (,OMV_2026028810,,,27/06/2026,26/07/2026,slopen,yes
antwerpen.consultatieomgeving.net/openbare_onderzoeken,https://antwerpen.consultatieomgeving.net/burger/nl/OpenbareOnderzoeken/Details/3a3651d6-eb39-4baf-ab5b-e5f81aa4a851,Welvaartstraat 72-74 te 2000 Antwerpen - oprichten van een meergezinswoning met 8 appartementen na sloop en exploiteren van een warmtepomp (OMV_2026047638),Welvaartstraat 72-74 te 2000 Antwerpen,oprichten van een meergezinswoning met 8 appartementen na sloop en exploiteren van een warmtepomp (,OMV_2026047638,,,27/06/2026,26/07/2026,sloop,yes
antwerpen.consultatieomgeving.net/openbare_onderzoeken,https://antwerpen.consultatieomgeving.net/burger/nl/OpenbareOnderzoeken/Details/8847bf40-8945-4250-90cd-467caa6da58e,"Matigheidstraat 2-8, Onderwijsstraat 11, Schoolstraat 10-12 en Spaarstraat 1-7 te 2060 Antwerpen - verbouwen en herinrichten van 28 noodwoningen (OMV_2026036446)","Matigheidstraat 2-8, Onderwijsstraat 11, Schoolstraat 10-12 en Spaarstraat 1-7 te 2060 Antwerpen",verbouwen en herinrichten van 28 noodwoningen (,OMV_2026036446,,,26/06/2026,25/07/2026,,no
antwerpen.consultatieomgeving.net/openbare_onderzoeken,https://antwerpen.consultatieomgeving.net/burger/nl/OpenbareOnderzoeken/Details/2562a6ef-82ba-482e-b308-6ccf3dc0859a,Carnotstraat 87-91 te 2060 Antwerpen - wijzigen van de voorgevel: plaatsen van zaakgebonden publiciteit en drie geldautomaten (OMV_2026050527),Carnotstraat 87-91 te 2060 Antwerpen,wijzigen van de voorgevel: plaatsen van zaakgebonden publiciteit en drie geldautomaten (,OMV_2026050527,,,26/06/2026,25/07/2026,,no
antwerpen.consultatieomgeving.net/openbare_onderzoeken,https://antwerpen.consultatieomgeving.net/burger/nl/OpenbareOnderzoeken/Details/6aaec69d-89d4-4f8b-b75f-8d0fb9f16f65,Praaglaan 18 te 2660 Antwerpen - plaatsen van een zwembad en aanleggen van verharding bij een eengezinswoning (OMV_2026025882),Praaglaan 18 te 2660 Antwerpen,plaatsen van een zwembad en aanleggen van verharding bij een eengezinswoning (,OMV_2026025882,,,26/06/2026,25/07/2026,,no
antwerpen.consultatieomgeving.net/openbare_onderzoeken,https://antwerpen.consultatieomgeving.net/burger/nl/OpenbareOnderzoeken/Details/fe4fcb1c-83f7-4785-98eb-edb4a9680ea2,Jodenstraat 20 en Schuttershofstraat 23-25 te 2000 Antwerpen - verbouwen en samenvoegen van 2 handelshuizen naar een handelshuis en een zelfstandige woongelegenheid. (OMV_2026029978),Jodenstraat 20 en Schuttershofstraat 23-25 te 2000 Antwerpen,verbouwen en samenvoegen van 2 handelshuizen naar een handelshuis en een zelfstandige woongelegenheid. (,OMV_2026029978,,,26/06/2026,25/07/2026,,no
antwerpen.consultatieomgeving.net/openbare_onderzoeken,https://antwerpen.consultatieomgeving.net/burger/nl/OpenbareOnderzoeken/Details/1c8b6660-5330-4aec-a7f1-a7bf2e6a6caa,"Verlatstraat 9-15 te 2000 Antwerpen, Vorstermanstraat 2-12 te 2000 Antwerpen - doorvoeren van wijzigingen ten opzichte van de vergunde toestand (OMV_2022130768) (OMV_2026055134)","Verlatstraat 9-15 te 2000 Antwerpen, Vorstermanstraat 2-12 te 2000 Antwerpen",doorvoeren van wijzigingen ten opzichte van de vergunde toestand (,OMV_2022130768,,,26/06/2026,25/07/2026,,no
antwerpen.consultatieomgeving.net/openbare_onderzoeken,https://antwerpen.consultatieomgeving.net/burger/nl/OpenbareOnderzoeken/Details/53b9811e-151f-4435-b997-ae76bdbc5cf6,Blauwmoezelstraat 2-2A te 2000 Antwerpen - wijzigen van de functie op het gelijkvloers van dareca naar detailhandel en het aanbrengen van zaak-gebondenpubliciteit (OMV_2026051654),Blauwmoezelstraat 2-2A te 2000 Antwerpen,wijzigen van de functie op het gelijkvloers van dareca naar detailhandel en het aanbrengen van zaak-gebondenpubliciteit (,OMV_2026051654,,,26/06/2026,25/07/2026,,no
antwerpen.consultatieomgeving.net/openbare_onderzoeken,https://antwerpen.consultatieomgeving.net/burger/nl/OpenbareOnderzoeken/Details/261d0903-120e-43e7-b57c-f4543d9edc80,Grote Markt 56 te 2000 Antwerpen - Verbouwen van een eengezinswoning met nevenfunctie naar een meergezinswoning (coliving) met vrij beroep (OMV_2025106127),Grote Markt 56 te 2000 Antwerpen,Verbouwen van een eengezinswoning met nevenfunctie naar een meergezinswoning (coliving) met vrij beroep (,OMV_2025106127,,,26/06/2026,25/07/2026,,no
antwerpen.consultatieomgeving.net/openbare_onderzoeken,https://antwerpen.consultatieomgeving.net/burger/nl/OpenbareOnderzoeken/Details/3d7ac3e0-4a61-4ec9-9781-efb1479c3b6c,"Van der Sweepstraat 12-14 te 2000 Antwerpen - oprichten van een woontoren met 172 wooneenheden, een detailhandel en recazaak, een groenzone en parkbos, en een ondergrondse parking; exploiteren van warmtepompen en een tijdelijke bemaling voor de aanleg van de ondergrondse parkeergarage, funderingen en liftschachten (OMV_2025077067)",Van der Sweepstraat 12-14 te 2000 Antwerpen,"oprichten van een woontoren met 172 wooneenheden, een detailhandel en recazaak, een groenzone en parkbos, en een ondergrondse parking; exploiteren van warmtepompen en een tijdelijke bemaling voor de aanleg van de ondergrondse parkeergarage, funderingen en liftschachten (",OMV_2025077067,,,25/06/2026,24/07/2026,,no
antwerpen.consultatieomgeving.net/openbare_onderzoeken,https://antwerpen.consultatieomgeving.net/burger/nl/OpenbareOnderzoeken/Details/c279eb52-1471-4e8c-9787-fa6543bdd04b,Polderdijkweg 3 te 2030 Antwerpen. - Een verzoek tot bijstelling van een bijzondere milieuvoorwaarde. (OMV_2026066937),Polderdijkweg 3 te 2030 Antwerpen.,Een verzoek tot bijstelling van een bijzondere milieuvoorwaarde. (,OMV_2026066937,,,25/06/2026,24/07/2026,,no
antwerpen.consultatieomgeving.net/openbare_onderzoeken,https://antwerpen.consultatieomgeving.net/burger/nl/OpenbareOnderzoeken/Details/506a3ae3-db6a-4033-bcdc-d54fe812098c,Bervoetstraat 51-55/55A te 2000 Antwerpen - vermeerderen van het aantal woongelegenheden van 1 naar 4 (OMV_2026029481),Bervoetstraat 51-55/55A te 2000 Antwerpen,vermeerderen van het aantal woongelegenheden van 1 naar 4 (,OMV_2026029481,,,24/06/2026,23/07/2026,,no
antwerpen.consultatieomgeving.net/openbare_onderzoeken,https://antwerpen.consultatieomgeving.net/burger/nl/OpenbareOnderzoeken/Details/14b112f4-4b6a-4752-9dd7-a9b771bb04a4,Begijnenvest 40-40A te 2000 Antwerpen - bijstellen van een stedenbouwkundige voorwaarde (OMV_2026063080),Begijnenvest 40-40A te 2000 Antwerpen,bijstellen van een stedenbouwkundige voorwaarde (,OMV_2026063080,,,22/06/2026,21/07/2026,,no
antwerpen.consultatieomgeving.net/openbare_onderzoeken,https://antwerpen.consultatieomgeving.net/burger/nl/OpenbareOnderzoeken/Details/e419b86c-9f4a-416c-b6ec-bae241cd8ae3,Lombardenvest 24-26 te 2000 Antwerpen - vermeerderen van het aantal woongelegenheden van 6 naar 7 en het uitbreiden van het volume (OMV_2026029020),Lombardenvest 24-26 te 2000 Antwerpen,vermeerderen van het aantal woongelegenheden van 6 naar 7 en het uitbreiden van het volume (,OMV_2026029020,,,22/06/2026,21/07/2026,,no
antwerpen.consultatieomgeving.net/openbare_onderzoeken,https://antwerpen.consultatieomgeving.net/burger/nl/OpenbareOnderzoeken/Details/5d4aba44-c257-4f8d-8510-7a890868d675,"Verbondstraat 65-67A te 2000 Antwerpen - slopen van bestaande bebouwing, bouwen van een sportcomplex, woongelegenheden met ondergrondse parking en exploiteren van warmtepompen en een tijdelijke bronbemaling in functie van de werken (OMV_2024142206)",Verbondstraat 65-67A te 2000 Antwerpen,"slopen van bestaande bebouwing, bouwen van een sportcomplex, woongelegenheden met ondergrondse parking en exploiteren van warmtepompen en een tijdelijke bronbemaling in functie van de werken (",OMV_2024142206,,,22/06/2026,21/07/2026,slopen,yes
antwerpen.consultatieomgeving.net/openbare_onderzoeken,https://antwerpen.consultatieomgeving.net/burger/nl/OpenbareOnderzoeken/Details/5e377e3f-03dd-44b9-ba69-703fa1e9d502,"Kronenburgstraat 1-5 te 2000 Antwerpen - bouwen van een meergezinswoning met 11 appartementen en commercieel gelijkvloers, exploitatie van warmtepompen (OMV_2026018650)",Kronenburgstraat 1-5 te 2000 Antwerpen,"bouwen van een meergezinswoning met 11 appartementen en commercieel gelijkvloers, exploitatie van warmtepompen (",OMV_2026018650,,,21/06/2026,20/07/2026,,no
antwerpen.consultatieomgeving.net/openbare_onderzoeken,https://antwerpen.consultatieomgeving.net/burger/nl/OpenbareOnderzoeken/Details/7c33eaa1-ee46-4a88-948e-5452859951bd,Industrieweg 11 te 2030 Antwerpen - de uitbreiding en bijstelling van een bemaling (OMV_2026052401),Industrieweg 11 te 2030 Antwerpen,de uitbreiding en bijstelling van een bemaling (,OMV_2026052401,,,21/06/2026,20/07/2026,,no
antwerpen.consultatieomgeving.net/openbare_onderzoeken,https://antwerpen.consultatieomgeving.net/burger/nl/OpenbareOnderzoeken/Details/66aa4434-ac76-4bcd-81ec-1fe4c79092d2,"Scheldelaan z/n te 2040 Antwerpen. - Aanleg van een NH3-leiding en aanhorigheden, ontbossing; bemaling; vegetatiewijziging. (OMV_2026015064)",Scheldelaan z/n te 2040 Antwerpen.,"Aanleg van een NH3-leiding en aanhorigheden, ontbossing; bemaling; vegetatiewijziging. (",OMV_2026015064,,,20/06/2026,19/07/2026,,no
antwerpen.consultatieomgeving.net/openbare_onderzoeken,https://antwerpen.consultatieomgeving.net/burger/nl/OpenbareOnderzoeken/Details/44a524ee-2a21-4e35-9f74-0f037dd9432b,Scheldelaan z/n te 2030 Antwerpen. - Aanleg van een NH3-leiding en aanhorigheden; bemaling; vegetatiewijziging. (OMV_2026014693),Scheldelaan z/n te 2030 Antwerpen.,Aanleg van een NH3-leiding en aanhorigheden; bemaling; vegetatiewijziging. (,OMV_2026014693,,,20/06/2026,19/07/2026,,no
antwerpen.consultatieomgeving.net/openbare_onderzoeken,https://antwerpen.consultatieomgeving.net/burger/nl/OpenbareOnderzoeken/Details/7465b7c1-c27d-4a4c-9843-a4433079e59a,Lange Bremstraat 44 te 2170 Merksem (Antwerpen) - verbouwen en uitbreiden van een eengezinswoning (OMV_2026035330),Lange Bremstraat 44 te 2170 Merksem (Antwerpen),verbouwen en uitbreiden van een eengezinswoning (,OMV_2026035330,,,19/06/2026,18/07/2026,,no
antwerpen.consultatieomgeving.net/openbare_onderzoeken,https://antwerpen.consultatieomgeving.net/burger/nl/OpenbareOnderzoeken/Details/a0e7c0c9-a2dc-43e3-ac7f-16e31788b4c4,Saucierstraat 4 te 2000 Antwerpen - wijzigen van de functie van de gelijkvloerse verdieping en mezzanine van detailhandel naar kantoorruimte (OMV_2026025103),Saucierstraat 4 te 2000 Antwerpen,wijzigen van de functie van de gelijkvloerse verdieping en mezzanine van detailhandel naar kantoorruimte (,OMV_2026025103,,,19/06/2026,18/07/2026,,no
antwerpen.consultatieomgeving.net/openbare_onderzoeken,https://antwerpen.consultatieomgeving.net/burger/nl/OpenbareOnderzoeken/Details/aabc1eae-9cf1-4fba-ba2b-18a896efe65b,Keesinglaan 16-20 te 2100 Deurne (Antwerpen) - plaatsen van zaakgebonden publiciteit (OMV_2026051894),Keesinglaan 16-20 te 2100 Deurne (Antwerpen),plaatsen van zaakgebonden publiciteit (,OMV_2026051894,,,19/06/2026,18/07/2026,,no
antwerpen.consultatieomgeving.net/openbare_onderzoeken,https://antwerpen.consultatieomgeving.net/burger/nl/OpenbareOnderzoeken/Details/42902cdc-7d0b-4c21-8a11-588192b33a87,"Boechoutsesteenweg 3 te 2150 Borsbeek (Antwerpen) - Dossier aangemaakt via het digitaal loket, gelieve een onderwerp in te vullen... (OMV_2026064100)",Boechoutsesteenweg 3 te 2150 Borsbeek (Antwerpen),"Dossier aangemaakt via het digitaal loket, gelieve een onderwerp in te vullen... (",OMV_2026064100,,,19/06/2026,18/07/2026,,no
antwerpen.consultatieomgeving.net/openbare_onderzoeken,https://antwerpen.consultatieomgeving.net/burger/nl/OpenbareOnderzoeken/Details/ab1599fa-2f8b-49d9-a8bd-97a407224ecf,Schoenmarkt 4 te 2000 Antwerpen - wijzigen van de voorgevel en plaatsen van zaakgebonden publiciteit (OMV_2026042503),Schoenmarkt 4 te 2000 Antwerpen,wijzigen van de voorgevel en plaatsen van zaakgebonden publiciteit (,OMV_2026042503,,,18/06/2026,17/07/2026,,no
antwerpen.consultatieomgeving.net/openbare_onderzoeken,https://antwerpen.consultatieomgeving.net/burger/nl/OpenbareOnderzoeken/Details/1f45e400-601b-4ae7-a9f9-de17cc21cb72,Jos De Ceulaerdestraat 14 te 2660 Hoboken (Antwerpen) - plaatsen van een terrasoverkapping met wijziging van de scheimuren (OMV_2026026092),Jos De Ceulaerdestraat 14 te 2660 Hoboken (Antwerpen),plaatsen van een terrasoverkapping met wijziging van de scheimuren (,OMV_2026026092,,,18/06/2026,17/07/2026,,no
antwerpen.consultatieomgeving.net/openbare_onderzoeken,https://antwerpen.consultatieomgeving.net/burger/nl/OpenbareOnderzoeken/Details/632fbfa6-c417-4537-8581-61cf734bec0a,"Zoutestraat 86 te 2040 Berendrecht-Zandvliet-Lillo (Antwerpen) - uitbreiden van een bestaand landbouwbedrijf met nieuwe loods, regularisatie van een afdak, overdekt terras, zwembad en verhardingen en exploiteren van een landbouwloods (OMV_2026061023)",Zoutestraat 86 te 2040 Berendrecht-Zandvliet-Lillo (Antwerpen),"uitbreiden van een bestaand landbouwbedrijf met nieuwe loods, regularisatie van een afdak, overdekt terras, zwembad en verhardingen en exploiteren van een landbouwloods (",OMV_2026061023,,,18/06/2026,17/07/2026,,no
antwerpen.consultatieomgeving.net/openbare_onderzoeken,https://antwerpen.consultatieomgeving.net/burger/nl/OpenbareOnderzoeken/Details/8fd8d5e8-7507-4512-83a2-5d5c6368fa39,Lange Beeldekensstraat 49 te 2060 Antwerpen - verbouwen en uitbreiden van een meergezinswoning met twee eenslaapkamerappartementen (OMV_2026029101),Lange Beeldekensstraat 49 te 2060 Antwerpen,verbouwen en uitbreiden van een meergezinswoning met twee eenslaapkamerappartementen (,OMV_2026029101,,,18/06/2026,17/07/2026,,no
antwerpen.consultatieomgeving.net/openbare_onderzoeken,https://antwerpen.consultatieomgeving.net/burger/nl/OpenbareOnderzoeken/Details/a04b77eb-d2a6-41f5-8cf1-9219d1725760,Wiegstraat 3 te 2000 Antwerpen - wijzigen van de functie van detailhandel naar restaurant-café en plaatsen van zaakgebonden publiciteit (OMV_2026061477),Wiegstraat 3 te 2000 Antwerpen,wijzigen van de functie van detailhandel naar restaurant-café en plaatsen van zaakgebonden publiciteit (,OMV_2026061477,,,18/06/2026,17/07/2026,,no
antwerpen.consultatieomgeving.net/openbare_onderzoeken,https://antwerpen.consultatieomgeving.net/burger/nl/OpenbareOnderzoeken/Details/8b099eb3-098e-43cc-b79b-12fcea8e4f61,Gebroeders Leemansstraat zonder nummer te 2180 Ekeren (Antwerpen) - bouwen van een eengezinswoning (OMV_2026049498),Gebroeders Leemansstraat zonder nummer te 2180 Ekeren (Antwerpen),bouwen van een eengezinswoning (,OMV_2026049498,,,18/06/2026,17/07/2026,,no
antwerpen.consultatieomgeving.net/openbare_onderzoeken,https://antwerpen.consultatieomgeving.net/burger/nl/OpenbareOnderzoeken/Details/f5a33a39-7dd1-492a-b3d3-36123feadd1f,Klein Zuidland 1 te 2030 Antwerpen. - Uitbreiding met de op- en overslag van afvalstoffen. (OMV_2026052892),Klein Zuidland 1 te 2030 Antwerpen.,Uitbreiding met de op- en overslag van afvalstoffen. (,OMV_2026052892,,,18/06/2026,17/07/2026,,no
